Title ID HEX,Title ID DEC,Serial Number,Title Name,Publisher,Region,Rating,Version,Media Type,Init Flags,Entry Point,Cert Timestamp,MD5 Checksum
0x41590004,1096351748,AY-004,Dreamfall,Aspyr Media,(3) Japan + USA / Canada,(2) M - Mature,0x00000001,(0x00000202) MEDIA_BOARD? + XBOX DVD,(0x00000007) 64MB RAM limit + Format Utility Drive + Mount Utility Drive,(0xA8F88371) Retail,Tue Mar 21 07:19:59 2006,A6C95A8D34726EA21929B51B77740ED6
0x4947007F,1229389951,IG-127,Driver : Parallel Lines,Infogrames,(7) PAL + Japan + USA / Canada,(2) M - Mature,0x00000003,(0x00000202) MEDIA_BOARD? + XBOX DVD,(0x00000005) 64MB RAM limit + Mount Utility Drive,(0xA8D87162) Retail,Tue Feb 21 21:03:37 2006,5ECE5783C8345248DB50BA8A658D19C9
0x45410086,1161887878,EA-134,EA SPORTS FN 3,Electronic Arts (EA),(1) USA / Canada,(3) T - Teen,0x00000002,(0x00000202) MEDIA_BOARD? + XBOX DVD,(0x00000007) 64MB RAM limit + Format Utility Drive + Mount Utility Drive,(0xA8D1DFCE) Retail,Thu Feb 02 09:11:00 2006,2627BD30D8F9399526E0CD40631A86C7
0x53450023,1397030947,SE-035,ESPN NBA BASKETBALL,SEGA,(1) USA / Canada,(4) E - Everyone,0x00000002,(0x00000002) XBOX DVD,(0x00000005) 64MB RAM limit + Mount Utility Drive,(0xA8D5EAAC) Retail,Sat Oct 11 06:01:57 2003,5AAC81E07686171A3054E7C31DCFBE06
0x53450022,1397030946,SE-034,ESPN NFL FOOTBALL,SEGA,(1) USA / Canada,(4) E - Everyone,0x00000001,(0x00000002) XBOX DVD,(0x00000005) 64MB RAM limit + Mount Utility Drive,(0xA8D0A43C) Retail,Thu Aug 07 06:07:30 2003,6357B36A6BF39FA94C74B6984ECD39B9
0x53450026,1397030950,SE-038,ESPN NHL Hockey,SEGA,(1) USA / Canada,(4) E - Everyone,0x00000001,(0x00000002) XBOX DVD,(0x00000005) 64MB RAM limit + Mount Utility Drive,(0xA8FD47DF) Retail,Thu Aug 21 05:48:41 2003,7B8935DD47160F37B1B10A31B859B40C
0x4D570032,1297547314,MW-050,Ed, Edd n Eddy: The MIS-EDventures,Midway Games,(1) USA / Canada,(4) E - Everyone,0x00000001,(0x00000202) MEDIA_BOARD? + XBOX DVD,(0x00000007) 64MB RAM limit + Format Utility Drive + Mount Utility Drive,(0xA8FD73E4) Retail,Sat Oct 08 06:54:11 2005,100EA634A04DC0E51BA67AA3E93FDE49
0x53570001,1398210561,SW-001,Enclave,Swing! Deutschland,(4) PAL,(0) RP - ALL,0x00000001,(0x00000002) XBOX DVD,(0x00000005) 64MB RAM limit + Mount Utility Drive,(0xA8E280AB) Retail,Wed Jun 12 20:04:29 2002,F8CFF757EE3E992CDA1D0CFB11CA7595
0x45410079,1161887865,EA-121,FROM RUSSIA WITH LOVE (TM),Electronic Arts (EA),(1) USA / Canada,(3) T - Teen,0x00000002,(0x00000202) MEDIA_BOARD? + XBOX DVD,(0x00000001) Mount Utility Drive,(0xA8CDDDC6) Retail,Sat Oct 08 07:39:27 2005,588CC20F2EDA2A8F0DF382B83FD42F28
0x4947007B,1229389947,IG-123,Fahrenheit,Infogrames,(4) PAL,(0) RP - ALL,0x00000003,(0x00000202) MEDIA_BOARD? + XBOX DVD,(0x00000005) 64MB RAM limit + Mount Utility Drive,(0xA8FD7C4E) Retail,Tue Aug 23 23:28:34 2005,654C700327515B004E24B7E6078D7BA0
0x54510020,1414594592,TQ-032,Fairly OddParents,THQ,(1) USA / Canada,(4) E - Everyone,0x00000001,(0x00000002) XBOX DVD,(0x00000001) Mount Utility Drive,(0xA8E07716) Retail,Sat Sep 27 06:13:55 2003,123158EFB6E471A7F29EAC891E141AB8
0x55530008,1431502856,US-008,FarCry Instincts,Ubisoft,(7) PAL + Japan + USA / Canada,(2) M - Mature,0x00000001,(0x00000202) MEDIA_BOARD? + XBOX DVD,(0x80000005) Unused high bit (8)? + 64MB RAM limit + Mount Utility Drive,(0xA8B6E04B) Retail,Sat Sep 10 10:22:59 2005,5C5074AC7D75B764393CF7AC4CB34169
0x454D0007,1162674183,EM-007,Ford Racing 2,Empire Interactive,(1) USA / Canada,(4) E - Everyone,0x00000002,(0x00000002) XBOX DVD,(0x00000000) No flags set,(0xA8F18AE0) Retail,Wed Sep 24 06:14:04 2003,AC69B95D11BE8FA381E9F51130B88C48
0x454D000D,1162674189,EM-013,Ford Racing 3,Empire Interactive,(1) USA / Canada,(4) E - Everyone,0x00000003,(0x00000202) MEDIA_BOARD? + XBOX DVD,(0x00000000) No flags set,(0xA8EF58FE) Retail,Wed Dec 01 09:06:07 2004,BED8C7B5C3A74D3E6F8BD383748A75A9
0x4D53006E,1297285230,MS-110,Forza Motorsport,Microsoft Game Studios,(7) PAL + Japan + USA / Canada,(4) E - Everyone,0x00000001,(0x00000202) MEDIA_BOARD? + XBOX DVD,(0x80000004) Unused high bit (8)? + 64MB RAM limit,(0xA8DAD91E) Retail,Thu Mar 31 07:55:17 2005,F20E294C5DA2619F55E93C6080F2A3B7
0x54510022,1414594594,TQ-034,Full Spectrum Warrior,THQ,(4) PAL,(2) M - Mature,0x00000004,(0x00000202) MEDIA_BOARD? + XBOX DVD,(0x80000005) Unused high bit (8)? + 64MB RAM limit + Mount Utility Drive,(0xA8DCAB76) Retail,Mon Jun 07 00:13:15 2004,B34C49EE249B757FDF9A37D933EC8BA9
0x4947000B,1229389835,IG-011,Furious Karting,Infogrames,(4) PAL,(0) RP - ALL,0x00000002,(0x00000002) XBOX DVD,(0x00000004) 64MB RAM limit,(0xA8FDC56C) Retail,Mon Dec 16 22:46:54 2002,C02ECBC8CE7FB0EE9E3F020620653EAF
0x4D530002,1297285122,MS-002,Fuzion Frenzy,Microsoft Game Studios,(4) PAL,(0) RP - ALL,0x00000001,(0x00000002) XBOX DVD,(0x00000004) 64MB RAM limit,(0xA8FF58D4) Retail,Fri Dec 21 23:43:00 2001,291555E91954C5051C948837D75F7F66
0x43430005,1128464389,CC-005,GROUP-S,Capcom,(3) Japan + USA / Canada,(4) E - Everyone,0x00000005,(0x00000002) XBOX DVD,(0x00000004) 64MB RAM limit,(0xA8FD6934) Retail,Thu Aug 14 05:50:08 2003,BB3C54691936C28AE665E1679B2D9C23
0x4D570022,1297547298,MW-034,Gauntlet: Seven Sorrows,Midway Games,(1) USA / Canada,(3) T - Teen,0x00000001,(0x00000202) MEDIA_BOARD? + XBOX DVD,(0x00000005) 64MB RAM limit + Mount Utility Drive,(0xA8F3FDA2) Retail,Wed Nov 16 07:07:49 2005,71C6383DF03F52A42E7BC314F51988BA
0x4D570033,1297547315,MW-051,Gauntlet: Seven Sorrows,Midway Games,(4) PAL,(0) RP - ALL,0x00000001,(0x00000202) MEDIA_BOARD? + XBOX DVD,(0x00000005) 64MB RAM limit + Mount Utility Drive,(0xA8F3FD32) Retail,Wed Dec 07 22:03:37 2005,1EE547F0CB807F817770AEDC6CFDF8A0
0x4947007D,1229389949,IG-125,Getting Up: Contents Under Pressure,Infogrames,(7) PAL + Japan + USA / Canada,(2) M - Mature,0x00000001,(0x00000202) MEDIA_BOARD? + XBOX DVD,(0x00000001) Mount Utility Drive,(0xA8FD4712) Retail,Wed Jan 11 20:36:00 2006,C712AA68A1C8217E71D869393C8A5CB6
0x55530006,1431502854,US-006,Ghost Recon,Ubisoft,(1) USA / Canada,(2) M - Mature,0x00000001,(0x00000002) XBOX DVD,(0x80000005) Unused high bit (8)? + 64MB RAM limit + Mount Utility Drive,(0xA8FD0751) Retail,Fri Oct 25 06:39:35 2002,13C74B967337D393B8500ED5A871968E
0x4A410005,1245773829,JA-005,Goblin Commander,Jaleco,(4) PAL,(0) RP - ALL,0x00000001,(0x00000202) MEDIA_BOARD? + XBOX DVD,(0x00000005) 64MB RAM limit + Mount Utility Drive,(0xA8FD47DF) Retail,Wed Feb 11 01:16:40 2004,3D085DB0049BF4C2D390132D56C63146
0x5454000E,1414791182,TT-014,Grand Theft Auto III,Take-Two Interactive Software,(4) PAL,(0) RP - ALL,0x00000005,(0x00000202) MEDIA_BOARD? + XBOX DVD,(0x00000007) 64MB RAM limit + Format Utility Drive + Mount Utility Drive,(0xA8FE9DE3) Retail,Wed Dec 24 00:15:29 2003,5BE4648D0ED1B0A9719A81129F1D5B8E
0x54540073,1414791283,TT-115,Grand Theft Auto: Vice City,Take-Two Interactive Software,(1) USA / Canada,(2) M - Mature,0x00000004,(0x00000202) MEDIA_BOARD? + XBOX DVD,(0x00000007) 64MB RAM limit + Format Utility Drive + Mount Utility Drive,(0xA8E50662) Retail,Fri Mar 19 07:52:36 2004,8C38ECB257E550D930CF6DE25EDCB881
0x5454000F,1414791183,TT-015,Grand Theft Auto: Vice City,Take-Two Interactive Software,(4) PAL,(0) RP - ALL,0x00000005,(0x00000202) MEDIA_BOARD? + XBOX DVD,(0x00000007) 64MB RAM limit + Format Utility Drive + Mount Utility Drive,(0xA8E51AE2) Retail,Wed Dec 24 00:15:13 2003,996C29A41EB99C7877565110BC635E9B
0x4D57000D,1297547277,MW-013,Gravity  Games,Midway Games,(4) PAL,(0) RP - ALL,0x00000002,(0x00000002) XBOX DVD,(0x00000004) 64MB RAM limit,(0xA8EE738E) Retail,Fri Aug 16 19:02:39 2002,C370166CC491817BB7D731FB38C3B91B
0x4D530004,1297285124,MS-004,Halo,Microsoft Game Studios,(4) PAL,(0) RP - ALL,0x00000001,(0x00000002) XBOX DVD,(0x00000005) 64MB RAM limit + Mount Utility Drive,(0xA8FD08E6) Retail,Thu Jan 24 22:16:15 2002,A3F43EA966047345D0D242EB63D604F2
0x4D530058,1297285208,MS-088,Halo,Microsoft Game Studios,(2) Japan,(2) M - Mature,0x00000001,(0x00000002) XBOX DVD,(0x00000005) 64MB RAM limit + Mount Utility Drive,(0xA8FD37BA) Retail,Fri Dec 20 08:01:10 2002,FD7026E096E66EF5DC44F22561A79F4A
0x4D530064,1297285220,MS-100,Halo 2,Microsoft Game Studios,(7) PAL + Japan + USA / Canada,(2) M - Mature,0x00000003,(0x00000202) MEDIA_BOARD? + XBOX DVD,(0x80000005) Unused high bit (8)? + 64MB RAM limit + Mount Utility Drive,(0xA8D15D45) Retail,Fri Oct 01 00:40:32 2004,F87C933EC844F57AE9A9CEBEC7C31410
0x4D530064,1297285220,MS-100,Halo 2,Microsoft Game Studios,(7) PAL + Japan + USA / Canada,(0) RP - ALL,0x0000000A,(0x00000202) MEDIA_BOARD? + XBOX DVD,(0x80000005) Unused high bit (8)? + 64MB RAM limit + Mount Utility Drive,(0xA8D15D45) Retail,Fri Oct 01 03:40:10 2004,5C9DF558F55D1E4B351911AE060B9A74
0x45430004,1162018820,EC-004,Heroes of the Pacific,Encore inc,(4) PAL,(0) RP - ALL,0x00000002,(0x00000202) MEDIA_BOARD? + XBOX DVD,(0x00000001) Mount Utility Drive,(0xA8E0CBEF) Retail,Wed Aug 03 19:45:42 2005,03D3B85CAB03C23D40CCC044B3D0CD7C
